---Error Log---
2023-02-22 18:31:04 (writeErrorLog) No player names were entered. Please be advised.
2023-02-22 18:32:19 (writeErrorLog) No player names were entered. Please be advised.
2023-02-25 10:28:54 (writeErrorLog) No player names were entered. Please be advised.
2023-02-25 10:28:58 (writeErrorLog) No player names were entered. Please be advised.
2023-02-25 10:28:59 (writeErrorLog) No player names were entered. Please be advised.
